"INST.ID","COURSE ID","COURSE TITLE","EFFECTIVE SINCE","FILE TYPE","LINK TO SYLLABUS"
"BR","COMP269","DATABASE CONCEPTS","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP269.200109.syl.txt"
"BR","COMP271","PROGRAMMING II","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP271.200109.syl.txt"
"BR","COMP275","GAME PROGRAMMING I","2007/06","MS Word","https://njtransfer.org/artweb/artup/BR.COMP275.200706.syl.doc"
"BR","COMP276","GAME LEVEL DESIGN","2007/06","MS Word","https://njtransfer.org/artweb/artup/BR.COMP276.200706.syl.doc"
"BR","COMP277","GAME PROGRAMMING II","2011/06","MS Word","https://njtransfer.org/artweb/artup/BR.COMP277.201106.syl.doc"
"BR","COMP296","ADVANCED SOFTWARE PROJECT","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP296.200109.syl.txt"
"BR","COMP299","COMPUTER SCIENCE INTERNSHIP","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.COMP299.200109.syl.txt"
"BR","CRJU205","COMMUNITY CORRECTIONS","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.CRJU205.200109.syl.txt"
"BR","CRJU236","COUNTER TERRORISM","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.CRJU236.200109.syl.txt"
"BR","CRJU237","HOMELAND SECURITY","2012/06","MS Word","https://njtransfer.org/artweb/artup/BR.CRJU237.201206.syl.doc"
"BR","CRJU238","PRINICPLES OF EMERGENCY MANAGEMENT","2015/06","MS Word","https://njtransfer.org/artweb/artup/BR.CRJU238.201506.syl.doc"
"BR","CSSC105","COLLEGE SUCCESS SEMINAR","2018/09","PDF","https://njtransfer.org/artweb/artup/BR.CSSC105.201809.syl.pdf"
"BR","CULA114","CULINARY MATH + PURCHASING","2020/09","PDF","https://njtransfer.org/artweb/artup/BR.CULA114.202009.syl.pdf"
"BR","CULA116","INTRODUCTION TO CULINARY PRINCIPLES","2020/09","PDF","https://njtransfer.org/artweb/artup/BR.CULA116.202009.syl.pdf"
"BR","CULA126","BRUNCH/BUFFET PRODUCTION","2009/09","MS Word","https://njtransfer.org/artweb/artup/BR.CULA126.200909.syl.doc"
"BR","CULA141","DINING ROOM I","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.CULA141.200109.syl.txt"
"BR","CULA145","KITCHEN PRODUCTION","2020/09","PDF","https://njtransfer.org/artweb/artup/BR.CULA145.202009.syl.pdf"
"BR","CULA243","ADVANCED DINING ROOM","2020/09","PDF","https://njtransfer.org/artweb/artup/BR.CULA243.202009.syl.pdf"
"BR","CULA245","ADVANCED KITCHEN PRODUCTION","2020/09","PDF","https://njtransfer.org/artweb/artup/BR.CULA245.202009.syl.pdf"
"BR","CULA256","CONFECTIONARY AND SHOWPIECES","2009/02","PDF","https://njtransfer.org/artweb/artup/BR.CULA256.200902.syl.pdf"
"BR","CULA266","MEAT AND SEAFOOD SCIENCE","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BR.CULA266.200109.syl.txt"
